,SERIES_ID,SUB_CATEGORY,TITLE,GENRE,SERIES_RATING,SEASON_NUM,SERIES_OVERVIEW,CAST,CREW,LOGO,POSTER,TRAILER
1,95,시리즈,버피와 뱀파이어,"코미디, 드라마",15,7,전설로만 내려오고 있는 뱀파이어 슬레이어의 숙명을 지니고 살아가는 평범한 여학생이 친구들과 많은 조력자들과 함께 뱀파이어 및 괴물들을 퇴치해나가는 이야기,"사라 미셸 갤러, Nicholas Brendon, 앨리슨 해니건","드류 고다드, Drew Z. Greenberg, Rebecca Rand Kirshner",https://image.tmdb.org/t/p/original/5l2r7nv4dGWq1YQWaqBRe0FkQhi.png,https://image.tmdb.org/t/p/original/41jsOEYsh9lJBc6AZqGpR1ETpx5.jpg,https://www.youtube.com/watch?v=-1v_q6TWAL4
2,121,시리즈,닥터 후,드라마,12,26,'타디스'를 타고 미래와 과거를 넘나들며 외계로부터 지구를 지키기 위해 싸우는 닥터의 시간 여행 이야기,Sylvester McCoy,John Nathan-Turner,https://image.tmdb.org/t/p/original/ravZWAkRX4EMAfGlR9BtMXdvurO.png,https://image.tmdb.org/t/p/original/xinqAmYrZ1TEwowcQhgTkZVtVE0.jpg,https://www.youtube.com/watch?v=_iSzCV3C-50
3,269,시리즈,One Tree Hill,Drama,16,9,"In Tree Hill, North Carolina two half brothers share a last name and nothing else. Brooding, blue-collar Lucas is a talented street-side basketball player, but his skills are appreciated only by his friends at the river court. Popular, affluent Nathan basks in the hero-worship of the town, as the star of his high school team. And both boys are the son of former college ball player Dan Scott whose long ago choice to abandon Lucas and his mother Karen, will haunt him long into his life with wife Deb and their son Nathan.","James Lafferty, Bethany Joy Lenz, Sophia Bush","Joe Davola, Brian Robbins, Mark Schwahn",https://image.tmdb.org/t/p/original/oEcHVvhnD4XHwdbR7Bg2F7y2vZB.png,https://image.tmdb.org/t/p/original/sOrelBaAhp7DZbPTivDwKEyPslC.jpg,https://www.youtube.com/watch?v=GIFbz7uTOKI
4,474,시리즈,Nash Bridges,,,6,Fun-loving San Francisco Police Department investigator Nash Bridges is part of the elite Special Investigations Unit. He tackles crime using his keen sense of humor and charm. Joe Dominguez comes out of retirement to become Bridges' wisecracking yet more rule-abiding partner.,"Don Johnson, Cheech Marin, Jodi Lyn O'Keefe","Daryl Tucker, Carlton Cuse",https://image.tmdb.org/t/p/original/kr0BXyB4mSeQmAqGK0Uwt6KOFdh.png,https://image.tmdb.org/t/p/original/hJeHSCFoxWN2Pt2lg56CKOi9g87.jpg,https://www.youtube.com/watch?v=None
5,496,시리즈,Family Ties,,12,7,"Former 1960s flower children Steven and Elyse Keaton raise their conservative son Alex, daughters Mallory and Jennifer, and later, youngest child Andrew.","Meredith Baxter, Michael Gross, Michael J. Fox","Lloyd Garver, Gary David Goldberg, Gary David Goldberg",https://image.tmdb.org/t/p/original/gq0NEOo3W05vn3tfPL2M4cuu2q7.png,https://image.tmdb.org/t/p/original/3JVBzBToscU4uCyA67piI1RNarz.jpg,https://www.youtube.com/watch?v=None
6,764,시리즈,Midsomer Murders,,12,24,"The peacefulness of the Midsomer community is shattered by violent crimes, suspects are placed under suspicion, and it is up to a veteran DCI and his young sergeant to calmly and diligently eliminate the innocent and ruthlessly pursue the guilty. ","Neil Dudgeon, Nick Hendrix, Fiona Dolman","Kirsten Gair, Caroline Graham, Jim Parker",https://image.tmdb.org/t/p/original/m2Jiqj8b4OjkjBHfp2px8gucB4h.png,https://image.tmdb.org/t/p/original/pz7tsWxe0TTdfJnWPjZAEnrSl5M.jpg,https://www.youtube.com/watch?v=ym8b4UJDqcw
7,873,시리즈,형사 콜롬보,"범죄, 드라마, 미스터리",12,10,"후줄근한 옷차림에 의미 없는 잡담을 늘어 놓다가, 날카로운 질문으로 간담을 서늘하게 만드는 LA 경찰청의 형사 콜롬보. 드라마 도입부에 살인범이 먼저 밝혀지고, 범인의 완벽한 계획 범죄가 콜롬보에 의해 밝혀지며 사건이 해결되는 형식의 형사 추리물",Peter Falk,"Peter Falk, Dean Hargrove, Everett Chambers",https://image.tmdb.org/t/p/original/vzVpuWWpJN3fuUfvj5P80GypNhj.png,https://image.tmdb.org/t/p/original/2JCD8vab3fircOU8cM2HJCxfv4I.jpg,https://www.youtube.com/watch?v=8ZOHmz3bfAI
8,1396,시리즈,브레이킹 배드,"드라마, 범죄",19,5,2008년 1월 AMC에서 방영을 시작한 범죄 스릴러. Breaking Bad는 막가기를 뜻하는 미국 남부 지방의 속어이다. 한때 노벨화학상까지 바라 볼 정도로 뛰어난 과학자였던 고등학교 화학 교사 월터 화이트는 자신의 50세 생일 날에 폐암 3기 진단을 받는다. 어느 날 동서와 함께 마약 단속 현장을 참관한 그는 현장에서 달아나는 옛 제자 제시를 발견한다. 뇌성마비에 걸린 고등학생 아들과 임신한 아내를 위해 제시에게 동업을 제의한 월터는 자신의 화학지식을 이용해 전례없는 고순도 고품질의 메스암페타민을 제조한다.,"브라이언 크랜스턴, 아론 폴, 애나 건","Jennifer Bryan, Moira Walley-Beckett, Thomas Schnauz",https://image.tmdb.org/t/p/original/chw44B2VnLha8iiTdyZcIW0ZELC.png,https://image.tmdb.org/t/p/original/ztkUQFLlC19CCMYHW9o1zWhJRNq.jpg,https://www.youtube.com/watch?v=XZ8daibM3AE
9,1412,시리즈,애로우,"범죄, 드라마",15,8,스탈링 시티의 잘나가는 재벌 2세 올리버 퀸은 아버지와 보트 여행에 나섰다가 태풍을 만나 난파를 당한다. 그는 5년 동안 외딴 섬에 표류되어 생존을 위한 처절한 사투를 벌이고 마침내 고향으로 돌아온다. 아버지의 유언에 따라 스탈링 시티의 엘리트 범죄자들을 사냥하기위해 스스로 자경단원을 자처하는 올리버퀸. 그러나 그의 앞날에는 그의 상상보다 더 큰 진실과 음모가 기다리고 있는데...,"Stephen Amell, David Ramsey, Katie Cassidy","Mark Bunting, Beth Schwartz, Marc Guggenheim",https://image.tmdb.org/t/p/original/jUu02PexmdU5xAeDYsv1huceChE.png,https://image.tmdb.org/t/p/original/gKG5QGz5Ngf8fgWpBsWtlg5L2SF.jpg,https://www.youtube.com/watch?v=qo6hU98dXOc
10,1416,시리즈,그레이 아나토미,드라마,19,20,"시애틀에 있는 병원 의사들의 삶에 대한 이야기. 의사로서의 감정과 개인적인 감정에 대한 묘사가 적절히 조화를 이루어 그려진다. 인턴이지만 결국 레지던트가 되는 메러디스 그레이는 시애틀 병원의 동료 의사들과 함께 사적, 직업적인 열정에 휩쓸리는 자신을 발견한다.","엘렌 폼페오, Chandra Wilson, James Pickens Jr.",숀다 라임스,https://image.tmdb.org/t/p/original/keAZqhg9lmOHEhmG5njqIsuxf0f.png,https://image.tmdb.org/t/p/original/jcEl8SISNfGdlQFwLzeEtsjDvpw.jpg,https://www.youtube.com/watch?v=qbkEtYz9acA
11,1421,시리즈,모던 패밀리,코미디,15,11,에미상을 받은 이 시트콤은 로스앤젤레스에 사는 제이 프리쳇과 각양각색의 가족이 일상에서 수많은 난관을 만나고 해결해 나가는 이야기를 그린다.,"Ed O'Neill, 소피아 베르가라, 줄리 보언","Abraham Higginbotham, Jeffrey Richman, Jeffrey Morton",https://image.tmdb.org/t/p/original/rbKhglYrECjMZNYtT2QyihOQ5F.png,https://image.tmdb.org/t/p/original/klL4yhwiU8aF4AuF5dCfJA9sRnS.jpg,https://www.youtube.com/watch?v=rbpTUPisA78
12,1431,시리즈,CSI: 라스베가스,"범죄, 드라마, 미스터리",15,15,"2000년 10월 CBS에서 방영을 시작한 범죄수사물. 최첨단 장비와 과학적인 분석으로 미궁속의 사건을 해결해 가는 라스베가스 시경 과학수사과 심야근무반. 17년 경력의 베테랑 길 그리섬, 혼자서 키우는 딸과 직장 사이에 균형을 잃지 않으며 항상 최선을 다하는 캐서린 윌로스, 도박의 유혹을 뿌리치지 못하지만 날카로운 분석력을 보유한 워릭 브라운, 하바드 출신의 새라 사이들, 그리고 매력적인 남자 닉 스톡스 등 5명이 한 팀으로 구성된 이들은 사건이 미궁에 빠질 때마다 첨단 기술과 예리한 분석력으로 결정적인 단서와 증거를 확보하여 진범을 가려내기 위해 365일 24시간을 투자한다.","Ted Danson, George Eads, Jorja Fox","Andi Brittan, Anthony E. Zuiker, William Petersen",https://image.tmdb.org/t/p/original/fLhKSEsurxHq3mwEDvCQhnApxkg.png,https://image.tmdb.org/t/p/original/i5hmoRjHNWady4AtAGICTUXknKH.jpg,https://www.youtube.com/watch?v=ApT1EYvrwuk
13,1433,시리즈,아메리칸 대드!,"애니메이션, 코미디",12,20,"랭글리 폴즈라는 도시에서 사는 CIA에서 근무하는 수꼴에 과대망상이 매우 심한 아버지(스탠 스미스)와 전형적인 금발백치 어머니(프랜신 스미스), 반항아에 좌빨인 장녀(헤일리 스미스)에 Nerd 아들(스티브 스미스), 변장을 좋아하는 양성애자자웅동체[1] 외계인(로저), 그리고 동독 스키점퍼의 기억을 가지고 있는 금붕어(클라우스 하이슬러)로 이루어진 스미스 가족과 그 주변인물들을 다루고 있다","세스 맥팔레인, Wendy Schaal, Rachael MacFarlane",Chris McKenna,https://image.tmdb.org/t/p/original/56e9hx9CwagmWwxdOZFqq7cqORS.svg,https://image.tmdb.org/t/p/original/xnFFz3etm1vftF0ns8RMHA8XdqT.jpg,https://www.youtube.com/watch?v=W9Kf1RUHLxE
14,1438,시리즈,더 와이어,"범죄, 드라마",19,5,2002년 6월 HBO에서 방영을 시작한 범죄수사물. 볼티모어에서 일어난 살인 사건의 범인으로 지목된 마약 딜러 에이본 박스데일의 조카 디안젤로. 그가 증인의 진술 번복으로 풀려나자 이를 수상하게 여긴 강력계 형사 맥널티는 특별전담팀을 꾸린다.,"Dominic West, 랜스 레딕, Sonja Sohn","Joe Chappelle, Nina K. Noble, Ed Burns",https://image.tmdb.org/t/p/original/cP5IrOYxU7qtFl3Gyjtj9iPufCn.png,https://image.tmdb.org/t/p/original/4lbclFySvugI51fwsyxBTOm4DqK.jpg,https://www.youtube.com/watch?v=uDcQbk78CSw
15,1532,시리즈,Starsky & Hutch,,12,4,"Streetwise Detective David Starsky partners up with a more intellectual partner, Kenneth 'Hutch' Hutchinson, to protect citizens and patrol the streets of Bay City.","David Soul, Paul Michael Glaser, Antonio Fargas","Aaron Spelling, Leonard Goldberg",,https://image.tmdb.org/t/p/original/aBj5oTi1uibVcXDoCJeKseJNY2d.jpg,https://www.youtube.com/watch?v=8WHQ2UWB2ko
16,1620,시리즈,CSI: 마이애미,"드라마, 미스터리, 범죄",15,10,플로리다 주의 마이애미 데이드 경찰청. 호레이쇼 반장과 CSI 과학 수사 대원들은 논리적인 증거 분석과 본능적인 수사로 마이애미에서 일어나는 위험한 범죄들을 해결해나간다.,"David Caruso, Emily Procter, Omar Benson Miller","Jerry Bruckheimer, Anthony E. Zuiker, Elizabeth Devine",https://image.tmdb.org/t/p/original/gnThzFN5qgTW3vKLl5mVlqRBQ5T.png,https://image.tmdb.org/t/p/original/pNW64pjaHvf6purNaFhq4SHYRfl.jpg,https://www.youtube.com/watch?v=x2n-h9E8_ck
17,1622,시리즈,수퍼내추럴,"드라마, 미스터리",16,15,"어린 시절, 샘과 딘은 정체를 알 수 없는 악마의 힘의 의해 어머니를 잃는다. 그로 인해, 그들의 아버지는 자식들을 헌터로 키우며, 미국 각지에 흩어져 있는 초자연적인 악과 괴물들을 처치하는 법을 가르친다.

이제 두 윈체스터 형제들은 67년형 쉐비 임팔라에 몸을 싣고 미전역을 가로지르며 그들과 마주치는 모든 초자연적인 위협들을 처리해나가기 시작하는데...","Jared Padalecki, Jensen Ackles, Misha Collins","Talli Buchanan, Catherine Michaud, Susan Milne",https://image.tmdb.org/t/p/original/jpop1hHSw0Cwm4J1lUcP6KDMbVf.svg,https://image.tmdb.org/t/p/original/KoYWXbnYuS3b0GyQPkbuexlVK9.jpg,https://www.youtube.com/watch?v=yy96yJjkvjo
18,1667,시리즈,Saturday Night Live,,16,49,"A late-night live television sketch comedy and variety show created by Lorne Michaels. The show's comedy sketches, which parody contemporary culture and politics, are performed by a large and varying cast of repertory and newer cast members. Each episode is hosted by a celebrity guest, who usually delivers an opening monologue and performs in sketches with the cast, and features performances by a musical guest.","Michael Che, Mikey Day, Andrew Dismukes",Lorne Michaels,https://image.tmdb.org/t/p/original/p7y5gW1JqePKQTrpmkiRFnH6fUX.png,https://image.tmdb.org/t/p/original/sHGuKFjIBisPk8cvtCZTDVktYfs.jpg,https://www.youtube.com/watch?v=_Np6fu-0OoY
19,1668,시리즈,프렌즈,코미디,15,10,"1994년 5월 NBC에서 방영을 시작한 시트콤. 미국 뉴욕 시 맨해튼의 그리니치 빌리지의 아파트와 까페 센트럴 퍼크를 중심으로 2-30대의 세 명의 남자와 세 명의 여자의 우정과 사랑, 삶을 그렸다. 부잣집 맏딸이자 응석받이로 자라 온 레이첼은 결혼식을 앞두고 결혼 선물들을 쳐다보던 중 자신이 남편보다 결혼선물을 더 사랑한다는 사실을 깨닫고 회의감을 느끼게 된다. 이를 계기로 불현듯 결혼식에서 도망쳐 나오게 되고, 뉴욕에 아버지의 그늘을 피할 곳을 찾다가 결혼식 전 우연히 만난 고등학교 동창 모니카와 재회하게 된다.","제니퍼 애니스턴, 코트니 콕스, 리사 쿠드로","Robert Carlock, Richard Choi, Mark Kunerth",https://image.tmdb.org/t/p/original/a4qZkvpdqCSS60vppgL5xCBsMwi.svg,https://image.tmdb.org/t/p/original/2koX1xLkpTQM4IZebYvKysFW1Nh.jpg,https://www.youtube.com/watch?v=s2TyVQGoCYo
20,1695,시리즈,몽크 ,"코미디, 범죄, 드라마, 미스터리",15,8,"현대 샌프란시스코를 배경으로 하는 코미디 수사물 미드. 3년 전 자동차 폭발 사건으로 아내를 잃은이후 큰 충격에서 빠져나오지 못한 채, 독특한 강박관념에 사로잡혀 많은 사람들이 모인 군중과 높은 곳, 그리고 어둠을 두려워하는 증세를 보이는 전직 경찰 에이드리언 몽크가 샌프란시스코 경찰을 도와 복잡한 사건들을 해결한다.","토니 샬호브, 테드 러바인, Jason Gray-Stanford","Josh Siegal, 토니 샬호브, Shana Stein",https://image.tmdb.org/t/p/original/pIOqR6IchhSOmaIZIyDGW9QB982.svg,https://image.tmdb.org/t/p/original/3axGMbUecXXOPSeG47v2i9wK5y5.jpg,https://www.youtube.com/watch?v=mftbaaU82Uc
21,1706,시리즈,프리텐더 제로드,"드라마, 미스터리",,4,어떤 기술이든 즉시 습득할 수 있는 특별한 재능을 가진 한 남자가 비밀 실험 시설에서 탈출하여 납치범들로부터 숨어 전국을 돌아다니며 다양한 일을 하고 낯선 사람들을 돕습니다.,"Michael T. Weiss, Andrea Parker, Patrick Bauchau","Juan Carlos Coto, Craig W. Van Sickle, Steven Long Mitchell",,https://image.tmdb.org/t/p/original/76q5tPOPQkQYIuZu2SG6viZcp2b.jpg,https://www.youtube.com/watch?v=70qpAt9fAiM
22,1778,시리즈,Zoey 101,Comedy,6,4,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.","Jamie Lynn Spears, Paul Butcher, Victoria Justice","Bill O'Dowd, Bryan Spears, Chris Robinson",https://image.tmdb.org/t/p/original/x8GvXInGjxOgGQZ3eryFm4ADtZW.png,https://image.tmdb.org/t/p/original/A3O2B4cHEyMpvknrdG4bcV4eaYh.jpg,https://www.youtube.com/watch?v=RX6YeYT3ed8
23,1855,시리즈,스타 트렉: 보이저,드라마,12,7,"USS 보이저호가 무장 테러그룹 마퀴스에게 탈취된 우주선을 회수하는 임무 중에 생긴 알 수 없는 사고로 70,000광년 떨어진, 행성 연방의 최강의 적 '보그'가 살고 있는 델타 사분면으로 떨어지면서 귀환하는 과정을 그리고 있다. 시리즈 최초에는 약 75년이 걸릴 것으로 예상했으나 중간중간 여러 방법으로 이 기간을 23년까지 단축했고, 시즌 7 마지막 에피소드에서 시간 여행을 사용한 방법으로 남은 공간을 한 번에 넘어 귀환하게 된다.

최초 델타 사분면으로 떨어지게 된 사고로 인해 보이저호와 마퀴스쪽의 우주선 모두 상당한 피해를 보게 되어 다시 알파 사분면으로 돌아갈 수 있게 될 때까지 협력하기로 합의, 보이저호에서 말 그대로 ""한 배를 타게 되는"" 특이한 설정에다, 보그 종족 출신의 세븐 오브 나인을 비롯한 델타 사분면의 여러 원주민까지 선원으로 받아들이게 되어 스타 트랙 시리즈 중 가장 다양한 인종이 선원으로 등장하는 시리즈이며, 스타 트렉 TV 시리즈 중 유일하게 여성 함장을 등장시킨 시리즈이기도 하다.

아울러, 보이저는 함선 묘사에 실물 모델을 사용하지 않고 100% CG만으로 처리하게 된 최초의 스타 트렉 시리즈이다. 시리즈 초반에는 여전히 실물로 제작된 모델을 사용해 촬영했으나 시즌 3부터는 100% CG만으로 표현하게 된다.","Kate Mulgrew, Jeri Ryan, Robert Picardo","Jeri Taylor, Michael Piller, Jerry Goldsmith",https://image.tmdb.org/t/p/original/kGKcKyX4Wf4XGVqp2dTGn0E4Luc.png,https://image.tmdb.org/t/p/original/gNS5tRSG3UlXodCxznKKOKweqxh.jpg,https://www.youtube.com/watch?v=b1PX9E2RsgU
24,1911,시리즈,본즈,"범죄, 드라마",15,12,"워싱턴 D.C.의 제퍼소니안 재단의 연구소 소속 법인류학자인 템퍼런스 브레넌 박사와 FBI 워싱턴 지국 요원인 실리 부스, 그리고 브레넌 박사의 팀이 뼈만 남다시피한 시신을 조사해 해결하는 내용으로 실제 법인류학자인 '캐시 라익스'의 소설을 각색해 제작되었으며 국내에도 '본즈'라는 제목으로 원작 소설 시리즈가 발매되었다.","Emily Deschanel, David Boreanaz, John Boyd",,https://image.tmdb.org/t/p/original/xSguBiLk5wgeDqkye3MgIoQ5gCH.svg,https://image.tmdb.org/t/p/original/eyTu5c8LniVciRZIOSHTvvkkgJa.jpg,https://www.youtube.com/watch?v=idiNjlYU7Cs
25,1950,시리즈,에버우드,"드라마, 가족",12,4,아내의 갑작스러운 죽음으로 뉴욕에서 전문의로서 명성을 누리던 주인공이 자신의 아이들에게 진정한 아버지가 되고자 시골 소도시 에버우드로 이사를 오게 되면서 벌어지는 마을의 사건들과 주민들의 융화와 갈등을 조명하는 드라마,"Treat Williams, Gregory Smith, Emily VanCamp","Greg Berlanti, Oliver Goldstick, Michael Green",,https://image.tmdb.org/t/p/original/4zmuA2Ql1QdUtw9OM6MdmtXnZEF.jpg,https://www.youtube.com/watch?v=None
26,1981,시리즈,Charmed,,12,8,"Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco. ","Holly Marie Combs, Alyssa Milano, Brian Krause","Holly Marie Combs, Alyssa Milano, James L. Conway",https://image.tmdb.org/t/p/original/dd7ULvZWBk0EL7PrnfoeE7cpSC7.png,https://image.tmdb.org/t/p/original/z4bPJ1BWU2EtV69NII2GVvsugQ2.jpg,https://www.youtube.com/watch?v=None
27,2261,시리즈,The Tonight Show Starring Johnny Carson,Talk,,31,"The Tonight Show Starring Johnny Carson is a talk show hosted by Johnny Carson under The Tonight Show franchise from 1962 to 1992. It originally aired during late-night. For its first ten years, Carson's Tonight Show was based in New York City with occasional trips to Burbank, California; in May 1972, the show moved permanently to Burbank, California. In 2002, The Tonight Show Starring Johnny Carson was ranked #12 on TV Guide's 50 Greatest TV Shows of All Time.",Johnny Carson,,https://image.tmdb.org/t/p/original/zxV8CIFEP5H1HbJaJ0tYyckmrBM.png,,https://www.youtube.com/watch?v=zyl4Vvjc7pI
28,2316,시리즈,오피스,코미디,15,9,팬실베니아 스크랜튼에 위치한 사무용지 판매회사 던더 미플린의 스크랜턴 지점. 무미건조한 사무실에서 깐깐한 지점장과 독특한 캐릭터의 부하들이 벌이는 코믹 해프닝과 가슴 찡한 이야기가 펼쳐진다. BBC에서 방영된 동명 영국 시리즈의 할리우드 리메이크.,"Rainn Wilson, 존 크래신스키, 제나 피셔","Steve Burgess, Paul Lieberstein, Howard Klein",https://image.tmdb.org/t/p/original/zWozteGoJM0NhHj5lhXSqhu6rUA.png,https://image.tmdb.org/t/p/original/7DJKHzAi83BmQrWLrYYOqcoKfhR.jpg,https://www.youtube.com/watch?v=96ix3P9WaRc
